area_id,area_name,land_area,population,number_of_dwellings,population_density,dwelling_density,transport_density,ZP,ZD,ZT,retail_trade_z,accommodation_and_food_services_z,health_care_and_social_assistance_z,education_and_training_z,arts_and_recreation_services_z,carpods_num,busstops_num,librarybookstore_num,parksplaygrounds_num,trainstation_num
117011325,Sydney Airport,891.1,202,0,0.22668611800000002,0.0,0.0,-2.067937623,-1.9958063869999998,-0.740649427,-3.36145701,-0.698134239,-1.948574115,-2.2992133790000002,-1.4047686519999998,0.0,12.0,0.0,0.0,2.0
117021326,Marrickville,581.3,28223,7735,48.55152245,13.30638225,0.029244796,1.499145041,1.471221151,0.310972446,1.097808151,0.119599787,-0.289101929,-0.792040587,1.58790325,9.0,80.0,0.0,0.0,2.0
117021327,Petersham - Stanmore,300.3,21633,4947,72.03796204,16.47352647,0.0033300029999999998,0.6602358389999999,0.22156727,-0.678789317,0.193798445,0.326244837,0.69067556,0.471038876,2.621455069,16.0,53.0,2.0,0.0,2.0
117021328,Sydenham - Tempe - St Peters,385.4,8461,1757,21.95381422,4.558899844,0.0,-1.016564163,-1.208273434,-0.740649427,0.818502945,-0.0045428379999999996,-1.152409622,1.005705507,1.610522864,0.0,45.0,0.0,0.0,2.0
117031329,Darlinghurst,85.7,12414,3914,144.8541424,45.67094516,0.46674445700000006,-0.513345942,-0.241450112,1.733754979,0.50479254,0.8302148979999999,1.762939887,0.6726068140000001,2.52500922,19.0,33.0,2.0,3.0,0.0
117031330,Erskineville - Alexandria,432.0,17822,4374,41.25462963,10.125,0.034722222000000004,0.175094265,-0.035266186,0.187252225,1.145883516,0.026519254,-0.779743966,-0.06649316200000001,2.373640257,11.0,79.0,0.0,17.0,2.0
117031331,Glebe - Forest Lodge,230.2,21592,5073,93.79669852,22.03735882,0.0,0.655016525,0.27804373600000004,-0.740649427,0.267324535,0.403688015,1.216305246,1.883012675,2.235107574,21.0,56.0,5.0,5.0,0.0
117031332,Newtown - Camperdown - Darlington,328.1,27450,5079,83.66351722,15.48003657,0.030478513,1.400741883,0.280733092,-0.122048325,0.9143434420000001,0.664561002,2.693616497,1.20771827,4.027804241,41.0,55.0,14.0,7.0,1.0
117031333,Potts Point - Woolloomooloo,145.9,23809,8751,163.1871145,59.97943797,0.061686085999999994,0.937241366,1.926618692,-0.183908436,-0.5441440120000001,0.668417388,-0.072339032,-0.125332511,2.60516226,39.0,37.0,2.0,10.0,1.0
117031334,Pyrmont - Ultimo,149.1,24083,7599,161.5224681,50.96579477,0.0,0.9721216579999999,1.410262425,-0.740649427,-0.191912248,0.27816951100000004,-0.577534291,0.361593589,0.073780951,19.0,41.0,5.0,10.0,0.0
117031335,Redfern - Chippendale,216.3,25538,7230,118.0674988,33.425797499999994,0.060101710999999995,1.157343644,1.2448670590000002,0.063532005,-0.287761198,0.26433451,-0.20638117,1.622236444,2.644455356,29.0,51.0,2.0,9.0,2.0
117031336,Surry Hills,131.6,18064,5040,137.26443769999997,38.29787234,0.47872340399999996,0.205900946,0.26325228100000003,3.156537512,-0.287749674,0.438965569,-0.377905255,1.513036909,1.642764475,45.0,31.0,4.0,9.0,0.0
117031337,Sydney - Haymarket - The Rocks,429.3,31010,8963,72.23386909,20.87817377,0.002329373,1.853931073,2.0216425890000003,-0.678789317,-1.1086128640000001,0.018693859,-1.075219497,0.058129328,-0.732885496,17.0,183.0,29.0,14.0,7.0
117031338,Waterloo - Beaconsfield,358.1,37929,12544,105.9173415,35.02932142,0.0,2.734722085,3.62673963,-0.740649427,1.399715914,0.369367193,-0.523493985,-0.9530934040000001,0.682195873,4.0,87.0,2.0,13.0,0.0
118011339,Bondi - Tamarama - Bronte,249.6,20310,5913,81.37019231,23.68990385,0.008012821,0.49181749700000005,0.654553514,-0.616929207,-0.452884971,0.056851776,0.5977972220000001,0.562780948,3.244821291,8.0,57.0,0.0,0.0,0.0
118011340,Bondi Beach - North Bondi,246.1,22969,6486,93.33197887,26.35514019,0.0,0.830309085,0.91138697,-0.740649427,0.5521384570000001,0.227898762,-0.074228086,1.279585488,3.152901607,17.0,56.0,1.0,0.0,0.0
118011341,Bondi Junction - Waverly,252.3,18314,4379,72.58818866,17.35632184,0.027744748,0.23772603,-0.033025056000000004,-0.307628656,0.053013149,0.144037305,1.962620315,0.667824295,0.8905852259999999,8.0,84.0,1.0,0.0,1.0
118011342,Centennial Park,197.9,3,0,0.015159171,0.0,0.0,-2.093270389,-1.9958063869999998,-0.740649427,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
118011343,Double Bay - Bellevue Hill,471.4,27009,9187,57.29529062,19.48875689,0.004242681,1.344602436,2.1220451959999997,-0.616929207,-0.21429699,-0.124874939,1.634825425,-0.39973296399999997,0.555531514,3.0,118.0,1.0,3.0,1.0
118011344,Dover Heights,187.1,11583,3482,61.90807055,18.61036879,0.0,-0.61913252,-0.435083712,-0.740649427,-0.345198461,-0.187454275,0.938349654,0.53147499,0.7166694570000001,0.0,49.0,0.0,0.0,0.0
118011345,Paddington - Moore Park,372.5,16657,2815,44.71677852,7.55704698,0.048322147999999995,0.026789376,-0.734050405,0.37283255600000004,1.10851141,-0.0076208380000000004,0.524548675,0.364254057,2.88795315,9.0,52.0,3.0,1.0,0.0
118011346,Rose Bay - Vaucluse - Watsons Bay,513.6,12729,3668,24.7838785,7.141744547999999,0.0,-0.473246337,-0.35171369,-0.740649427,-0.254710705,-0.122680851,0.953264875,0.103761088,0.980928,0.0,99.0,0.0,1.0,0.0
118011347,Woollahra,128.1,8246,1960,64.3715847,15.30054645,0.601092896,-1.043933735,-1.117283571,4.0225790539999995,0.34239516,-0.267401765,1.7070918000000002,0.183628737,1.345426845,0.0,25.0,0.0,0.0,0.0
118021348,Coogee - Clovelly,383.6,27729,8467,72.28623566,22.07247132,0.007820647,1.436258676,1.7993225290000001,-0.555069096,-0.8425961809999999,-0.035596449,1.215327421,1.594971968,2.343344381,7.0,91.0,0.0,0.0,0.0
118021350,Malabar - La Perouse - Chifley,1182.5,26095,5879,22.06765328,4.97167019,0.0,1.22824993,0.639313833,-0.740649427,-1.193206985,0.051903315,-0.080870883,0.390783039,0.416132391,0.0,130.0,0.0,0.0,0.0
118021564,Kensington (NSW),264.2,16291,4270,61.66161998,16.16199849,0.034065102,-0.019802546,-0.081881682,-0.183908436,-0.433946069,0.326892109,1.601911237,1.705744067,1.740013298,6.0,35.0,0.0,0.0,0.0
118021565,Kingsford,201.4,16860,4741,83.71400199,23.54021847,0.024826216,0.052631344000000004,0.129232729,-0.431348876,0.521975871,0.635598875,1.579151715,0.637755415,0.854413784,3.0,43.0,0.0,0.0,0.0
118021566,Maroubra - North,181.1,10437,2752,57.63114301,15.196024300000001,0.011043622,-0.765018703,-0.762288638,-0.616929207,-0.711389078,-0.291782028,1.7657211830000001,-0.824426474,0.319579006,0.0,37.0,0.0,0.0,0.0
118021567,Maroubra - South,206.5,11314,3254,54.78934625,15.75786925,0.00968523,-0.653376309,-0.537279223,-0.616929207,-0.156083838,0.081125558,0.8340483329999999,0.180045992,1.504197684,0.0,58.0,0.0,0.0,0.0
118021568,Maroubra - West,204.6,10999,2932,53.75855327,14.33040078,0.009775171,-0.693475915,-0.6816079709999999,-0.616929207,-0.653621157,0.574126654,0.655417055,0.888405813,0.273481157,2.0,33.0,0.0,0.0,0.0
118021569,Randwick - North,193.6,18020,5623,93.07851240000001,29.04442149,0.108471074,0.20029973199999998,0.524567996,0.558412886,-1.085452391,-0.17363245300000002,0.957329075,0.75218277,1.048057992,7.0,60.0,0.0,0.0,0.0
118021570,Randwick - South,337.3,14238,3922,42.211681,11.62763119,0.062259117,-0.281150132,-0.237864305,0.558412886,-0.36993952700000005,0.377377678,4.437931054,1.1544196820000001,1.0084635990000002,7.0,57.0,0.0,0.0,0.0
119011354,Bass Hill - Georges Hall,891.6,23154,5539,25.96904441,6.212427097000001,0.0,0.853859647,0.486917018,-0.740649427,0.912429721,0.19520876899999998,-0.410914868,-0.38924046700000003,-0.614668708,0.0,168.0,0.0,0.0,0.0
119011355,Chullora,405.0,1225,185,3.024691358,0.456790123,0.0,-1.937709381,-1.91288459,-0.740649427,3.904320639,-0.321073047,-1.662244651,-1.2915144090000001,-1.4047686519999998,0.0,22.0,0.0,0.0,0.0
119011356,Condell Park,1000.4,12180,2196,12.17512995,2.195121951,0.0,-0.54313422,-1.011502253,-0.740649427,1.241522018,-0.284086118,-1.177649588,-1.093361069,-0.972630758,0.0,123.0,0.0,0.0,0.0
119011357,Greenacre - Mount Lewis,698.2,27588,5118,39.51303351,7.3302778570000005,0.0,1.418309329,0.298213903,-0.740649427,0.911097403,-0.157024981,-0.320971862,-1.047162555,-1.023378815,0.0,170.0,0.0,0.0,0.0
119011358,Padstow,650.9,17217,4230,26.45106775,6.498694116,0.0,0.098077563,-0.099810719,-0.740649427,0.340142894,-0.170374678,-0.479100663,-0.209670364,-0.414657393,0.0,94.0,0.0,0.0,2.0
