2010-01-01,11,Midwest
2010-01-01,49,Illinois
2010-01-01,57,Canada
2010-01-01,97,Northeast
2010-01-01,99,South Carolina
2010-01-01,130,Oregon
2010-01-01,97,Connecticut
2010-01-01,60,Other Southeast
2010-01-01,16,New Mexico
2010-01-01,93,Georgia
2010-01-01,118,Australia
2010-01-01,24,Arizona
2010-01-01,97,Other Northeast
2010-01-01,97,New York
2010-01-01,11,Other Midwest
2010-01-01,4,Mexico
2010-01-01,43,Ohio
2010-01-01,23,South Korea
2010-01-01,85,Other Southwest
2010-01-01,47,Japan
2010-01-01,85,California
2010-01-01,67,Texas
2010-01-01,97,New Jersey
2010-01-01,60,Southeast
2010-01-01,60,Florida
2010-01-01,49,Michigan
2010-01-01,15,Nevada
2010-01-01,85,Southwest
2010-02-01,93,California
2010-02-01,82,New Jersey
2010-02-01,131,Australia
2010-02-01,2,Mexico
2010-02-01,58,Other Southeast
2010-02-01,50,Texas
2010-02-01,63,Japan
2010-02-01,58,Florida
2010-02-01,82,Connecticut
2010-02-01,57,Canada
2010-02-01,93,Other Southwest
2010-02-01,15,Other Midwest
2010-02-01,93,Southwest
2010-02-01,93,South Carolina
2010-02-01,82,New York
2010-02-01,15,Nevada
2010-02-01,42,Michigan
2010-02-01,82,Northeast
2010-02-01,23,South Korea
2010-02-01,95,Georgia
2010-02-01,99,Oregon
2010-02-01,42,Illinois
2010-02-01,24,Arizona
2010-02-01,38,Ohio
2010-02-01,13,New Mexico
2010-02-01,82,Other Northeast
2010-02-01,58,Southeast
2010-02-01,15,Midwest
2010-03-01,78,Southeast
2010-03-01,14,Nevada
2010-03-01,104,Japan
2010-03-01,77,Michigan
2010-03-01,63,Other Southwest
2010-03-01,78,Other Southeast
2010-03-01,77,Illinois
2010-03-01,63,Southwest
2010-03-01,110,New Jersey
2010-03-01,115,South Carolina
2010-03-01,2,Ohio
2010-03-01,63,California
2010-03-01,78,Florida
2010-03-01,50,Canada
2010-03-01,24,Other Midwest
