2010-01-01,178,Midwest
2010-01-01,192,Illinois
2010-01-01,290,Canada
2010-01-01,211,Northeast
2010-01-01,6,South Carolina
2010-01-01,63,Oregon
2010-01-01,211,Connecticut
2010-01-01,0,Other Southeast
2010-01-01,95,New Mexico
2010-01-01,4,Georgia
2010-01-01,0,Australia
2010-01-01,0,Arizona
2010-01-01,211,Other Northeast
2010-01-01,211,New York
2010-01-01,178,Other Midwest
2010-01-01,0,Mexico
2010-01-01,438,Ohio
2010-01-01,0,South Korea
2010-01-01,0,Other Southwest
2010-01-01,0,Japan
2010-01-01,0,California
2010-01-01,3,Texas
2010-01-01,211,New Jersey
2010-01-01,0,Southeast
2010-01-01,0,Florida
2010-01-01,191,Michigan
2010-01-01,18,Nevada
2010-01-01,0,Southwest
2010-02-01,0,California
2010-02-01,243,New Jersey
2010-02-01,0,Australia
2010-02-01,0,Mexico
2010-02-01,0,Other Southeast
2010-02-01,65,Texas
2010-02-01,0,Japan
2010-02-01,0,Florida
2010-02-01,243,Connecticut
2010-02-01,250,Canada
2010-02-01,0,Other Southwest
2010-02-01,226,Other Midwest
2010-02-01,0,Southwest
2010-02-01,15,South Carolina
2010-02-01,243,New York
2010-02-01,3,Nevada
2010-02-01,254,Michigan
2010-02-01,243,Northeast
2010-02-01,0,South Korea
2010-02-01,3,Georgia
2010-02-01,20,Oregon
2010-02-01,254,Illinois
2010-02-01,0,Arizona
2010-02-01,370,Ohio
2010-02-01,74,New Mexico
2010-02-01,243,Other Northeast
2010-02-01,0,Southeast
2010-02-01,226,Midwest
2010-03-01,0,Southeast
2010-03-01,0,Nevada
2010-03-01,0,Japan
2010-03-01,91,Michigan
2010-03-01,0,Other Southwest
2010-03-01,0,Other Southeast
2010-03-01,91,Illinois
2010-03-01,0,Southwest
2010-03-01,98,New Jersey
2010-03-01,3,South Carolina
2010-03-01,275,Ohio
2010-03-01,0,California
2010-03-01,0,Florida
2010-03-01,179,Canada
2010-03-01,215,Other Midwest
2010-03-01,0,South Korea
2010-03-01,15,Texas
2010-03-01,98,Other Northeast
2010-03-01,98,New York
2010-03-01,215,Midwest
2010-03-01,0,Arizona
